Class	Name	X-Locate	Y-Locate	Data
1	anc1	7420.275	788.027	
1	anc2	-3526.695	-6746.109	
1	anc3	-3723.915	6520.190	
1	yrml10_2 gl	-234.413	-79.916	
1	ol-a4-mi1	-864.902	6308.641	
1	ol-a47-mi1	-5300.653	3014.451	
1	ol-a56-mi1	-5266.039	-3527.630	
1	ol-a12-mi1	946.165	-6416.589	
1	whole image	0.008	-0.012	
